danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,duration_ms,names
0.152,0.998,-16.244,0.142,0.133,0.858,0.651,0.00552,106.197,3VcUGM9IYstqpptFCokPI4,129763,Relaxing Thunderstorm
0.195,0.00297,-37.47,0.0515,0.847,0.957,0.112,0.0279,86.994,52AY5LHK2sP6XN0wajVsH6,136000,Moonlight
0.245,0.129,-21.166,0.038,0.969,0.986,0.111,0.0385,72.883,37Ijny8CePDMUOWTD4lN3E,62000,Relaxing
0.176,0.0385,-31.019,0.0442,0.927,0.989,0.109,0.0355,92.522,4Ol2iuoC4qnxuMFkplHvnp,122638,Relaxing Music for You
0.212,0.0987,-16.617,0.0373,0.973,0.0609,0.101,0.151,65.546,3Cn79zHgnXQZFCvDDYCBF0,64574,Dawn in the Forest
0.456,0.411,-12.072,0.405,0.886,0.854,0.317,0.417,93.356,2B6npoLY08pAx6Dm8bBS3I,114961,Relaxing
0.371,0.0324,-22.642,0.0404,0.996,0.912,0.107,0.373,62.041,4ZBHtU6oHaPGIf1oPzNyyx,142000,Relaxing Focus
0.141,0.217,-18.169,0.0446,0.984,0.944,0.0856,0.0371,86.065,4wAbZEarZXvgaJaHQG4OBR,63972,Harmony
0.7,0.554,-12.41,0.037,0.635,0.699,0.159,0.622,100.026,66eug1QbggajDyeWWUBQUA,178848,Relaxing
0.469,0.921,-14.928,0.0779,0.768,0.528,0.397,0.0623,113.422,2e9ZKudZYbT7MWw9mh9YCv,201689,Relaxing Rain on Window
0.483,0.177,-19.576,0.0457,0.785,0.203,0.102,0.253,81.212,5HX4DJLrz0ATb7Gi4gGvEQ,64684,Serenity
0.419,0.0209,-27.56,0.0363,0.923,0.949,0.0939,0.194,99.927,4hVSKXlQnmI4TA6I6DKSk5,144377,Relaxing
0.192,0.00972,-36.954,0.0511,0.965,0.982,0.107,0.0689,75.487,5wEX6R907LsNpi1EI2pPFT,31000,"Relaxing Sleep Tunes, Pt. 5"
0.16,0.0459,-24.261,0.042,0.956,0.927,0.0979,0.0328,131.616,6PXUilO3TaRfX6242VNdUD,109160,Glass Releasing
0.0868,0.0659,-20.688,0.0397,0.962,0.546,0.0687,0.135,83.599,41a126G5HE4XmUjpVTTgKC,172488,Relaxing
0.157,1,-18.756,0.0519,0.704,0.629,0.969,1e-05,131.897,304WyOkfRIVBrIsBH2Uvhp,70589,Relaxing Waterfall Sound
0.158,0.0412,-30.314,0.0435,0.97,0.994,0.0843,0.0594,47.84,3wWjNtHJlMQoYy3W4POayK,88939,Two Shades of Blue
0.169,0.491,-13.889,0.0477,0.984,0.925,0.506,0.194,78.014,6RWjARBsErVO3ED1VjTbtV,142899,Relaxing
0.194,0.168,-39.656,0.13,0.93,0.918,0.112,0.0221,66.418,0TtxJQ3O4Mz8rg5Eme4Tgt,151938,Relaxing In The Noise
0.457,0.167,-18.083,0.118,0.995,0.921,0.203,0.913,91.142,0F3kf4gbXd2Gkv2DBtEGEK,120000,Melody
0.215,0.0937,-24.289,0.043,0.968,0.901,0.112,0.0345,93.604,3T6gWTPef2XOSYGTcCytUz,64000,Relaxing
0.108,0.27,-29.842,0.0485,0.902,0.962,0.155,0.199,70.344,4qPqM7b9t0LTOGCIsaE0LK,204000,Relaxing Melodies of the Sky
0.195,0.114,-18.259,0.0318,0.506,0.667,0.115,0.0394,75.945,2qidphcuYMKQAyvSCUw4XW,165333,Paris
0.725,0.219,-13.623,0.0676,0.6,0.895,0.684,0.331,80.062,6kuDXJS2TY8l2N1E6TbVy9,137953,Relaxing
0.223,0.999,-26.263,0.0411,0.436,0.943,0.904,1e-05,85.239,6ByiKaYC8U9CdlBfNcE8wR,141133,Relaxing Rain on Window
0.142,0.0389,-27.981,0.0444,0.979,0.993,0.153,0.123,140.573,1MJ9mWte1YdrZ1uVg7WHxl,90437,A Touch of Rain
0.658,0.163,-21.199,0.0278,0.838,0.86,0.116,0.21,109.983,3Cqx6amZS0Pn5v51ltJgbV,145009,Relaxing
0.0737,0.194,-31.118,0.0503,0.839,0.909,0.249,0.182,176.182,74lNgbjr3rIdnsUPyoQr6z,156000,Relaxing Thunderstorms
0.192,0.0382,-30.278,0.0432,0.971,0.989,0.132,0.1,54.777,3vTfuEqR7utRZM1mGL7hdg,74915,Rainy Horizons
0.569,0.303,-18.758,0.0823,0.857,0.831,0.189,0.295,97.012,4q3ycrHiX633p8LaTlRp9B,116323,Relaxing
0.374,0.0309,-23.837,0.0652,0.966,0.928,0.113,0.204,213.518,38E9JHnOEq6QPXEJWpL743,147357,Relaxing Piano
0.205,0.031,-24.638,0.0378,0.955,0.876,0.108,0.0366,80.388,7rdzFk2sXNPulgd9AOuNh7,183269,Pausing Autumn
0.699,0.498,-14.788,0.0883,0.483,0.92,0.11,0.842,85,5PhlEgciv6cNUlobnp1m9G,115765,relaxing
0.561,0.49,-10.289,0.0314,0.0296,0.773,0.377,0.404,155.995,3JH3wZekOPYi3KKnpZ6hVn,185016,Relaxing at Bali Beach on a Sunday Morning
0.727,0.782,-8.529,0.042,0.0563,0.336,0.225,0.655,119.992,1BJJbSX6muJVF2AK7uH1x4,177599,Move
0.72,0.751,-4.485,0.0461,0.0113,0,0.353,0.599,128.017,1r299qCKBLgUS9XJ9m1kEx,202640,Moves Like Jagger
0.722,0.761,-4.46,0.0475,0.0119,0,0.315,0.624,128.046,7pYfyrMNPn3wtoCyqcTVoI,201493,"Moves Like Jagger - Studio Recording From ""The Voice"" Performance"
0.848,0.821,-5.408,0.0527,0.0169,0.000403,0.0962,0.249,125.051,6GomT970rCOkKAyyrwJeZi,157445,Move Your Body
0.825,0.538,-7.972,0.269,0.258,3.53e-05,0.13,0.352,110.878,70URYUkdBMRxHmca3zHgc3,208671,Movements
0.727,0.782,-8.529,0.042,0.0563,0.336,0.225,0.655,119.992,6NIJqFHB5cHAn064JCP7Li,177599,Move
0.87,0.712,-6.313,0.0432,0.0202,0.000331,0.0576,0.877,121.057,2ndnVdR8si7CW9T8vJRHyW,232000,Move Ya Body
0.687,0.977,-2.721,0.206,0.00323,0.000629,0.13,0.318,160.035,1LmlVtniDo8jzA9YlS3oOT,160742,MOVE 2 DA BEAT
0.842,0.791,-5.277,0.0437,0.428,0,0.0989,0.95,126.962,4bAFo6r2ODMDoqM5YHV2gM,221467,I Like To Move It
0.625,0.972,-5.382,0.174,0.00679,0.379,0.147,0.282,159.989,7F7G8FuCtggmPvs51E9fmN,185437,Move It
0.791,0.801,-6.344,0.07,0.00531,0.199,0.509,0.609,124.984,3OrcEhLzxv1YX597jGjEI7,196110,Move Your Body
0.706,0.644,-9.958,0.044,0.802,0.0264,0.14,0.188,120.032,6LptEwO1ObZvVQXlU0BPIJ,140000,Move Me
0.724,0.626,-8.167,0.0368,0.000103,0.00023,0.15,0.123,132.979,1FKqhy26Yyu6jeCgbVJraj,128183,MOVE YO BODY
0.882,0.587,-7.435,0.25,0.217,1.36e-06,0.0792,0.376,111,0ILFJ5EpurnqRDVh5FNJTb,227027,Movements - Radio Edit
0.789,0.435,-9.506,0.149,0.691,0.0418,0.107,0.166,122.995,05GvwwTLLID738BbKN1ze0,196375,Because You Move Me
0.745,0.958,-9.664,0.0287,0.0814,0.32,0.533,0.96,129.962,62zvIKhj6dgj5zjgiLmgcW,268864,Move Your Body - Gabry Ponte Original Radio Edit
0.574,0.44,-8.274,0.024,0.579,0,0.348,0.365,84.992,6TT7B4MigCJCc0tqKYEpZC,193032,Moves
0.747,0.904,-2.623,0.0803,0.046,0.106,0.203,0.846,118.877,4DX82Vc8qAH4jJPvKxvwg6,181827,Move Your Feet
0.688,0.7,-8.287,0.0535,0.000114,1.08e-05,0.194,0.38,144.989,062UdtCYGxKMR2ihegtZUU,117603,MOVE YO BODY (sped up)
0.508,0.981,-4.151,0.107,0.00134,0.000137,0.411,0.192,160.92,1Nz3w0r1tB87rfXRcuJB9y,234767,Move Your Ass!
0.777,0.751,-5.692,0.133,0.245,0,0.1,0.191,177.894,0LyZGZEZcFqpeF8bAfx3v0,272293,Move Bitch
0.381,0.502,-5.505,0.037,0.16,6.98e-05,0.0842,0.148,144.204,0SFq19lgG4qbQAZaNZ3xhO,237800,Movement
0.76,0.877,-3.681,0.0355,0.0329,0.432,0.143,0.423,126.977,4hjfOnzzrrrDAGt286htU6,211853,Move in the Right Direction
0.538,0.969,-5.626,0.0906,0.417,0.00154,0.119,0.928,138.652,0MHXrqn909p0LRTPsNsGEi,165790,Move on Up - Single Edit
0.636,0.789,-4.905,0.0892,0.0834,0.000896,0.391,0.4,128.028,6LUOMjoORvAkdhBYvESO46,217907,Move Your Body - Alan Walker Remix
0.791,0.499,-8.472,0.0509,0.446,2.41e-05,0.0899,0.669,99.986,6XjDF6nds4DE2BBbagZol6,222000,Gata Only
0.768,0.935,-3.171,0.0391,0.00432,0.0104,0.111,0.355,125.011,2eXBjkt4NlEI9430egVp1W,152280,Move Your Body - RAIZHELL Remix
0.617,0.842,-4.062,0.034,0.00117,0.261,0.131,0.36,127.955,73Mfgc0HTZeNCoNrDI46sJ,247213,Move Your Body
0.765,0.606,-6.147,0.161,0.0529,1.05e-06,0.4,0.225,143.044,52TqMUnMqutEqQR9K5hi9d,124615,Moves
0.795,0.577,-9.638,0.0648,0.00263,0.147,0.051,0.206,119.986,480j122Gpi252OIfy4SNzm,248000,Yamore
0.567,0.951,-6.455,0.0929,0.000494,0.874,0.354,0.0874,134.962,1zR99sAbPNjVnO7v9Q5IiP,179556,Move
0.863,0.781,-8.546,0.0785,0.0394,0.000292,0.125,0.764,122.938,4l2ljvyXOCVNbD5ff7NpM7,230760,"I Like To Move It (feat. The Mad Stuntman) ( Erick ""More"" Album Mix)"
0.538,0.969,-5.626,0.0907,0.419,0.00144,0.12,0.928,138.654,2cK7SJ2O3CqDRHeixvFKgh,165790,Move On Up
0.604,0.915,-2.455,0.0807,0.418,0,0.0737,0.874,175.661,70GHkv2HLk8qul1MD7oY7e,196364,MOVE
0.548,0.99,-5.4,0.0522,0.00336,0.0307,0.274,0.669,144.987,26xw61UppTKPySjw3RLvx6,167820,Move My Body (feat. Lucy Dye)
0.745,0.958,-9.664,0.0287,0.0813,0.324,0.533,0.96,129.962,6wPqK0huNYjdSQ5wqRCLvO,268864,Move Your Body - Gabry Ponte Original Radio Edit
0.615,0.989,-3.659,0.174,0.147,0,0.0645,0.772,125.098,7gZvmf49E6m0vrXMHcC6b3,195133,I Like To Move It
0.675,0.894,-1.088,0.0526,0.158,0.00131,0.112,0.404,174.973,6FgthnS6GYgLuELf7uRdDz,200239,Move Your Body - Hedex Remix
0.777,0.764,-5.681,0.141,0.243,0,0.103,0.174,177.868,1Q9b6CeMcDuO0uq5OJCrqu,270867,Move Bitch
0.866,0.828,-8.704,0.203,0.203,0.522,0.123,0.543,133.007,0aU22Lo6IuNHpe3pG2p6vt,183333,Move Your Body To The Beat
0.733,0.673,-4.411,0.0394,0.598,0.0114,0.226,0.521,121.033,7MWyZaPZ4DOsRQmW5guv2J,145947,Move
0.31,0.722,-5.348,0.0813,0.287,0,0.345,0.349,86.693,05WIYJYtnZHUmL1uuYmvY1,177528,Move On - Bonus
0.526,0.92,-3.866,0.0472,0.000124,0,0.371,0.615,109.86,58HpsDKeYoLtNhXFQyQmz5,238880,Move Along
0.708,0.875,-5.042,0.0384,0.132,1.36e-06,0.382,0.911,128.008,5X566s3ZAhw5I94xwqefqn,190693,Move It - Radio Edit
0.835,0.551,-6.097,0.279,0.141,0,0.177,0.353,96.014,7fOltLKSjw1dEjPlBcYzb0,164361,Move
0.819,0.814,-8.229,0.0395,0.000563,0.919,0.113,0.325,120.99,2xpeEb2moFy7dRinc7tUnz,335194,Famax
0.697,0.713,-5.273,0.115,0.0153,0,0.0857,0.667,99.964,1cgBWgoL6520lR2QZDzdGN,211949,MOVE
0.403,0.803,-5.363,0.0626,0.239,0,0.103,0.814,153.314,5xoUgPXbMNUmoHU0Enwtwq,169307,She Moves In Her Own Way
0.928,0.814,-6.95,0.362,0.0567,0,0.142,0.43,140.031,1SxCCqF4ZNQ7vE4mKbyaEa,173174,Move Look
0.752,0.652,-6.121,0.058,0.258,0.237,0.0826,0.348,119.045,2YNLzBRGyCAzHEGPO3J2Sb,140367,Moving
0.68,0.979,-4.954,0.0426,0.000535,0.836,0.0928,0.667,133.002,5737WgoRTAhf7n03PgBrzq,193636,Moving on Stereo - Radio Edit
0.664,0.88,-5.009,0.0326,0.465,1.63e-05,0.0591,0.895,133.898,16GUMo6u3D2qo9a19AkYct,210760,Movin' Out (Anthony's Song)
0.221,0.0332,-35.442,0.0405,0.992,0.919,0.13,0.2,171.036,6G8LanLXd3GVoae2jwx4bE,172181,Moving on
0.252,0.886,-4.678,0.0714,2.93e-05,5.33e-06,0.256,0.498,161.939,7GvkOFkNsM6Exnkyqeajqm,210560,Moving to New York
0.899,0.857,-6.128,0.037,0.0499,0.0299,0.112,0.961,125.072,6vGW3d8X48CBaLdU0PQbey,215533,Moving on Up
0.66,0.725,-5.904,0.0626,0.249,0.169,0.0651,0.491,134.178,1BnMtgQ03N8XSaqY64s8IV,124655,Moving (feat. Omah Lay) - Sped Up
0.755,0.646,-6.228,0.0545,0.298,0.473,0.0991,0.39,104.036,20VmieTl0jlSlSv26DUW0S,160613,Moving (feat. Omah Lay) - Slowed Down
0.54,0.998,-4.583,0.158,0.00111,0.213,0.197,0.0677,165.037,4Qa02EOFcapI6SGwRbeDtF,400857,Moving Body
0.137,0.0111,-35.079,0.0396,0.942,0.877,0.101,0.0343,80.954,5wUcZKUVpLr1mA9cn542BI,156600,Moving Forward
0.72,0.734,-4.515,0.0316,0.0856,0,0.303,0.37,115.999,0Z4DAkZzXkupqCtT7BGU5F,298053,Moving Mountains
0.446,0.761,-4.141,0.0319,0.000558,0,0.182,0.334,134.971,44sLQYgTQgGD5vCaijG8s2,242593,Moving On
0.491,0.532,-8.164,0.0288,0.164,0.00919,0.0902,0.234,89.955,1VxWM2CocqxlRJoWSiKw8D,242261,Moving On
0.821,0.41,-5.587,0.045,0.0172,0,0.113,0.197,131.963,1mo6pWcIXljy3y1Kju5JWG,203800,Moving On
0.438,0.184,-19.114,0.034,0.901,0.946,0.103,0.27,99.362,2wExC8c09iNVaoVPuu99Ah,154250,Moving On
0.816,0.284,-16.737,0.0737,0.187,0.922,0.114,0.0798,107.011,2hM24Y2OY4vGuNTtxMrE7N,143551,Moving
0.32,0.0277,-30.426,0.0461,0.994,0.961,0.133,0.0392,125.044,1K6WyhhZOoFNttBF2dKmtB,152557,Moving
0.651,0.438,-10.105,0.0407,0.567,0,0.51,0.56,120.024,2dMGLT8ZuRYIsLCnHdrMYS,201269,Moving Slowly
0.844,0.506,-11.082,0.0453,0.0878,1.65e-05,0.0323,0.515,127.099,4FLFm76nwepkcxzqS8PzH4,238093,Moving Too Fast - Radio Edit
0.497,0.95,-2.087,0.0336,0.0699,0.000129,0.22,0.557,150.024,570np7INhblFuffFDsgPzi,180821,Keep on Moving
0.713,0.829,-4.297,0.204,0.00524,0,0.221,0.84,149.996,4UQajPk0EPvbwWTl0fYi4C,197518,Moving Along
0.322,0.144,-17.448,0.0384,0.94,0.918,0.0744,0.0471,142.881,3Hc7Su1AVaynKEkwSZopbN,350348,Howl's Moving Castle Theme
0.467,0.853,-6.661,0.0377,0.0072,0.000858,0.354,0.236,110.957,5lkCsbgamJJF2APdUVf27A,266800,Moving
0.718,0.543,-11.225,0.0372,0.0607,0.0988,0.0646,0.37,115.535,5xLfQuX5YAfog2JgPz0dpA,286107,Moving in Stereo
0.803,0.922,-6.487,0.0447,0.0136,0.777,0.146,0.796,126.021,42R4QvzLx9RjoZERFzgmA1,192381,Moving Up
0.714,0.976,-6.312,0.0491,0.000117,0.836,0.178,0.807,133.019,5nx6pfUiqydPfHmIfs4RXW,360987,Moving on Stereo
0.669,0.918,-3.775,0.0383,0.228,0.000642,0.503,0.869,127.993,1DxriAujadXoThtMQ9JTuH,181253,Moving Too Fast
0.0682,0.0135,-29.696,0.102,0.846,0.912,0.115,0.935,69.032,5gtLyKDzNumbBypDmG41YG,155315,Moving Along a Fresh Route
0.645,0.96,-6.497,0.0399,0.0773,0.00641,0.594,0.637,127.999,6KpGyJIyA75C0XyAkIcpZn,193132,Moving [edit]
0.582,0.913,-6.517,0.0386,0.0287,0.666,0.331,0.715,105.012,1VyxVzr6VF7HDcO5oG5agN,283007,Moving On
0.733,0.952,-5.226,0.095,0.0108,0.0913,0.0958,0.642,125.96,5fuMwp29NvRokSFVn7HatV,161359,Moving To The Beat
0.536,0.383,-10.582,0.039,0.883,0,0.0732,0.177,81.121,3QFCL0dqEzXFIWlqWiVDJU,265813,Moving On
0.733,0.569,-7.476,0.0419,0.394,0,0.105,0.847,147.021,71eT7jfJ6iNhTIxzBuqwkA,169796,Moving On - with Stellar
0.549,0.949,-4.363,0.0405,0.0449,0.0135,0.378,0.381,150.07,0HfYJwRYczaCanQ3Tdiqt0,160800,Movin'
0.239,0.287,-12.565,0.0388,0.876,0.644,0.122,0.185,71.608,39uLYYZytVUwcjgeYLI409,311107,Merry-Go-Round of Life - from 'Howl's Moving Castle'
0.788,0.906,-5.863,0.0382,0.0222,0.00283,0.0822,0.811,128.004,5SFCEkybGYmmzKqewtDEaN,154216,Body Moving
0.724,0.841,-5.206,0.27,0.0179,0.00168,0.154,0.572,184.872,4OH93uTQJMhe4XO5d6BBEI,145946,Movin
0.669,0.848,-6.591,0.0543,0.000845,0.411,0.227,0.84,159.994,2yg0lVdvgwmYytQiKxw9FI,223766,Movin'
0.699,0.773,-6.312,0.0323,0.0448,0.0282,0.262,0.366,136.034,5vqaxhBBQmMSOdbx1VuQNI,150000,Moving On
0.622,0.728,-5.884,0.163,0.00541,0.743,0.093,0.221,79.764,2CfGbG0u33YtZypwpCixXt,63500,Moving Up
0.628,0.901,-7.131,0.0386,0.0534,0.000204,0.328,0.485,128.021,58n3mEClNdZfalBMsbYurC,156323,Moving On
0.499,0.34,-13.513,0.0305,0.432,0.000682,0.246,0.198,126.73,1PtXEYrahu8Vg2rhpJBoqt,181960,Moving
0.822,0.423,-4.846,0.0453,0.00806,0,0.108,0.208,131.949,3Hmf4dfRIwFaOLLTyDRu3T,203800,Moving On
0.834,0.341,-10.733,0.286,0.853,0.838,0.158,0.482,82.09,20E0W4WPSElB9zewWC12pq,146707,Movin' On
0.82,0.701,-6.927,0.0598,0.00848,0.0052,0.062,0.311,127.995,1rTBuBSEMuG2rsl5BPwP1M,206250,Moving All Around (Jumpin') (feat. Kim English) - John Summit Remix
0.519,0.789,-5.435,0.0473,0.000849,0,0.227,0.756,149.99,41aZ4UnmiyfQhPGtlWBah6,182413,Moving In The Dark
0.672,0.938,-4.206,0.113,0.122,0,0.334,0.753,104.998,3KShimq1JJos7COd3biPfR,169717,Moving Like That
0.723,0.823,-5.854,0.0456,0.185,0.000371,0.494,0.379,124.013,6SqXRwGPPnjXsshy6vRvTY,195968,Moving On - Alle Farben Remix
0.704,0.61,-9.618,0.0354,0.789,0.857,0.105,0.207,105.006,7mMJkYNqlsInDqhaaEUMG8,182875,Moving Forward
0.568,0.0583,-23.684,0.0424,0.984,0.962,0.109,0.153,77.006,01sYBPYt7X51JjwafOgjQT,138451,Moving Forward
0.647,0.8,-5.384,0.165,0.0647,0,0.334,0.942,160.078,0cqRj7pUJDkTCEsJkx8snD,219200,Shake It Off
0.963,0.643,-5.785,0.117,0.0507,4.94e-05,0.157,0.534,107.005,0fGh0trRN1xz3s41r7V5ce,274440,Shake That
0.632,0.805,-5.707,0.069,0.0112,2.51e-05,0.156,0.903,160.052,3pv7Q5v2dpdefwdWIvE7yH,219209,Shake It Off (Taylor's Version)
0.853,0.869,-4.16,0.0666,0.189,2.02e-05,0.0498,0.961,131.005,1agLiWjSBYSTsKZLudOunC,208980,Shake Body
0.519,0.798,-4.204,0.0377,0.00864,0,0.107,0.212,107.509,71iSmEeF0qRVyULABxP75P,277600,Shake It Out
0.616,0.956,-3.837,0.0832,0.00221,3.09e-06,0.486,0.796,150.027,7dhUxOWBEHpwk0kr9nEDOW,179947,Shake It
0.821,0.709,-7.084,0.0793,0.0459,6.69e-05,0.334,0.485,109.989,0VGAT55tq7LHLfxtePPfpp,179801,Shake That
0.788,0.788,-5.232,0.207,0.0501,0.000373,0.0944,0.397,87.993,1vkpe29DP5EvAxYnWVq5C1,197000,Shake Dat Ass (Twerk Song)
0.957,0.614,-6.015,0.084,0.0522,0.000185,0.138,0.565,106.995,1NOgYyLQJpQ9Ntyn5GnRjr,274107,Shake That - Radio Edit
0.636,0.729,-4.495,0.055,0.0458,0,0.384,0.141,146.009,1yeB8MUNeLo9Ek1UEpsyz6,319192,Rich Baby Daddy (feat. Sexyy Red & SZA)
0.803,0.685,-9.619,0.281,0.0332,0.0025,0.148,0.802,74.974,6DQnMgtWRjdRIQ2PKNXecE,111429,SHAKE THAT ASS (TECHNO)
0.948,0.699,-5.231,0.135,0.0816,1.96e-06,0.126,0.592,107,5rPi5SEHJrzaDqGwaYkoeN,247907,Shake That Ass
0.654,0.647,-8.869,0.0256,0.384,0.00126,0.0682,0.58,116.92,0a1SoGdF8U1PNHtfKRAx91,288600,Shake the Disease
0.589,0.922,-4.437,0.0504,0.00204,0.00616,0.405,0.603,149.931,1yOlG6kABtuIAHatyf04cw,182973,Shake It - Radio Mix
0.733,0.684,-4.748,0.177,0.142,0,0.178,0.437,142.038,7rSnKi58HPIVC0FVyh04Q1,165640,Shake The Room (feat. Quavo)
0.806,0.883,-5.041,0.35,0.231,0,0.169,0.701,141.021,1QSVrSVmTGrcPaShtkojwd,206015,SHAKE IT
0.445,0.969,-3.37,0.338,0.00981,0,0.851,0.225,143.887,5MMdVLYCGZThaqM0ybpPyd,155028,SHAKE THAT SHIT!
0.647,0.854,-12.218,0.0318,0.0539,0.0688,0.118,0.96,112.134,4gcxYHlffrCstGw7EPWB88,186773,Shake Your Booty
0.715,0.733,-7.068,0.262,0.134,0,0.157,0.897,87.665,4TJduXYW1Pg96EDNnfiwxJ,295173,Shake Ya Tailfeather - Radio Edit
0.55,0.864,-7.945,0.133,0.884,0,0.372,0.595,115.474,2DbDjRH8CAzU8JaVtMOPS9,219933,"Jump in the Line (Shake, Senora)"
0.739,0.907,-5.546,0.246,0.106,1.92e-06,0.0742,0.827,160.084,0l204bJ3SkIgVavJXEhogp,120560,Shake It Off
0.632,0.805,-5.707,0.069,0.0112,2.51e-05,0.156,0.903,160.052,50yNTF0Od55qnHLxYsA5Pw,219209,Shake It Off (Taylor's Version)
0.648,0.785,-5.414,0.165,0.0561,0,0.148,0.943,160.02,1kKlhuQE0HXp1IwBRpaH2P,219200,Shake It Off
0.855,0.805,-5.651,0.191,0.764,0.00708,0.302,0.469,135.009,4EC028SvtlC25iHQSG2OIa,195556,Shakerando
0.447,0.341,-9.769,0.0457,0.806,2.05e-06,0.686,0.371,138.969,19MkwMrRjO7773zpuGss1o,175120,Shake the Frost (Live)
0.637,0.963,-4.404,0.109,0.0231,0.135,0.9,0.852,128.013,3Kqte0rX0BY8Kv5345AQ8p,200000,"Shake Your Balla (1,2,3 Alarma) - Single Mix"
0.624,0.87,-4.769,0.0307,0.0628,4.07e-06,0.119,0.56,137.846,32Zr1aZXT8hbWARie8B8O0,213400,Shake Away
0.741,0.824,-4.143,0.0352,0.614,0,0.158,0.725,100.216,6bK9BH9Ts8Gj5JFvnQkzak,211666,Get Busy
0.651,0.945,-7.922,0.0361,0.169,0.475,0.15,0.939,112.292,4mn7iv4DYJxPYbPy5R0nPE,185640,"(Shake, Shake, Shake) Shake Your Booty"
0.675,0.98,-3.335,0.0688,0.00136,0.000635,0.194,0.627,74.991,1pBYucwgrnh8SwfA6jXwBD,132944,Shake Off Your Broken Heart
0.494,0.658,-5.84,0.0487,0.674,4.11e-05,0.0907,0.19,96.73,6Mcoqi1iK28djC2EClVwDj,229000,Stay
0.615,0.927,-3.94,0.135,0.105,0.938,0.0846,0.389,130.069,24Fvsa3e7tf6ladJsbpUlI,162923,Shake The Building
0.685,0.944,-5.19,0.341,0.134,0,0.361,0.543,128.015,1LomM3L6atrf79ZL7nHDp4,214827,Shake Senora (feat. T-Pain & Sean Paul)
0.744,0.776,-5.366,0.257,0.226,0,0.163,0.925,87.667,71SmBQv9oyzbELEh5DbuOX,293547,Shake Ya Tailfeather (feat. Nelly & Murphy Lee)
0.635,0.802,-11.783,0.307,0.00039,0.141,0.148,0.773,153.981,3iNcin3B9ukwd3B6DL5K6F,168577,Shake
0.914,0.608,-5.658,0.32,0.0626,0,0.0515,0.667,98.049,1jRzdY7oUBOhrylNtiMtBD,256973,Shake Ya Ass (feat. Pharrell Williams)
0.533,0.832,-2.351,0.0523,0.00315,0,0.329,0.593,81.502,4JO33juAFhCNkTk9aFCUlG,232880,Shake Up Christmas
0.805,0.792,-5.795,0.347,0.124,0,0.123,0.852,137.982,7nFJSfGvvV0WjatTZN6QYi,203256,Bamba (feat. Aitch & BIA)
0.513,0.76,-5.342,0.0553,0.197,0,0.192,0.818,167.811,5G2SlSxPB4TUU3je9HGJzx,247733,Shake Up Christmas - Tahoe Version
0.727,0.809,-6.11,0.0326,0.0278,0,0.179,0.79,127.997,3SKLeANDIsvrFnkw7v9uKH,180347,Shake It Up
0.285,0.723,-6.251,0.0383,3.66e-05,0.879,0.132,0.379,138.015,13mFHw8vgUBOD5nAtS4uSa,228613,Shake That Bagpipe
0.917,0.869,-3.946,0.15,0.071,0,0.0623,0.501,104.95,1gVZRO8RdxbaUuxKNRcFsd,201143,Shake Ya Boom Boom
0.782,0.58,-6.548,0.0407,0.0114,2.28e-06,0.108,0.66,120.021,20I6sIOMTCkB6w7ryavxtO,193400,Call Me Maybe
0.945,0.701,-3.749,0.158,0.0872,3.32e-06,0.147,0.617,107.036,4CKYscH2FY8iXrHehW9SHk,179560,Shake That (Remix)
0.458,0.831,-2.187,0.0654,0.0031,0,0.337,0.572,81.531,1NghHeg0wE32eBYrQBVQXL,232213,Shake Up Christmas
0.487,0.501,-6.124,0.0316,0.654,0.000807,0.097,0.067,116.141,28CbxqvoML43nJMU68VPx1,245800,Hello - Turn Your Radio On
0.445,0.969,-3.37,0.338,0.00981,0,0.851,0.225,143.887,0zPlzJewGJ8iIxia2bEWDN,155028,SHAKE THAT SHIT!
0.679,0.483,-8.072,0.203,0.0306,2.25e-05,0.21,0.268,143.115,5n2V631qeQri7jI6Kvbm4j,177902,Shake Yo Dreads
0.92,0.938,-2.485,0.0869,0.0706,2.83e-06,0.33,0.818,149.98,0VFrmr10zgJ34gnfMoV8uY,189888,Shake It
0.76,0.703,-5.412,0.054,0.103,0,0.0913,0.57,95.997,1u8c2t2Cy7UBoG4ArRcF5g,231827,Blank Space
0.374,0.568,-3.825,0.109,0.219,0.00219,0.513,0.111,84.733,3DK6m7It6Pw857FcQftMds,547733,Runaway
0.506,0.959,-5.264,0.102,0.084,0.000655,0.135,0.34,133.996,0boS4e6uXwp3zAvz1mLxZS,213267,Run Boy Run
0.629,0.545,-13.123,0.0546,0.719,0.00308,0.0604,0.194,108.376,1PtQJZVZIdWIYdARpZRDFO,298933,Running Up That Hill (A Deal With God)
0.422,0.302,-9.214,0.0372,0.629,7.83e-05,0.104,0.123,114.089,1v1oIWf2Xgh54kIWuKsDf6,248827,Runaway
0.819,0.626,-4.574,0.202,0.00748,0.101,0.167,0.415,143.01,5SWnsxjhdcEDc7LJjq9UHk,195906,Runnin
0.285,0.462,-6.166,0.0291,0.428,5.61e-06,0.122,0.0923,142.365,4hrAKlxfblnG7llBEEX7TR,314720,Run
0.632,0.924,-1.802,0.29,0.281,0,0.263,0.441,86.844,7LR85XLWw2yXqKBSI5brbG,267520,Run This Town
