,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,cluster,id,names
418,0.633,0.686,-4.493,0.0922,0.0543,0.0,0.56,0.442,128.888,225205,2,2I5ipWaIXUknimwtJPoPYt,Dance With Me
419,0.824,0.588,-6.4,0.0924,0.692,0.000104,0.149,0.513,98.027,209438,0,5ZULALImTm80tzUbYQYM9d,Dance Monkey
420,0.67,0.76,-6.182,0.29,0.148,0.0,0.206,0.751,145.091,142420,5,6Rb540qgdzxxXu4u55OKQT,Dance Till You're Dead
421,0.664,0.589,-14.415,0.0406,0.259,0.00587,0.221,0.54,102.74,240800,2,2JvPJ8ydPuN2NhpH4oti6I,Dance Hall Days
422,0.73,0.777,-5.194,0.0496,0.105,0.000486,0.0691,0.575,130.003,284867,1,3C0nOe05EIt1390bVABLyN,On The Floor
423,0.912,0.511,-6.365,0.203,0.0259,0.0,0.0442,0.611,101.628,231800,2,6uRH1qMz30ZBwwUG0IYE5s,Dance With Me
424,0.588,0.38,-11.879,0.0251,0.269,8.36e-06,0.0741,0.502,132.885,280627,1,3mFzIFFFmEXTQs6BDAK2ZZ,Dance Me to the End of Love
425,0.774,0.685,-5.14,0.069,0.154,0.0,0.391,0.587,106.982,204173,0,6prqX1SW2MMH8hAOIzKQ3Z,Dance For Me (Eugy X Mr Eazi)
426,0.619,0.696,-6.263,0.0315,1.93e-05,0.00555,0.38,0.727,125.984,219720,2,4pIKFpwflOdhYNIRmPTj3E,Dance Macabre
427,0.345,0.929,-4.469,0.142,0.00015,0.00106,0.129,0.181,155.041,227107,2,10ASBwZsp7oUUDsJEYz3uS,Dance With The Devil
428,0.603,0.982,-6.55,0.198,0.0115,0.393,0.11,0.306,154.948,192000,0,4MD1o8JcULNAz85S6Ld57J,Dance With The Devil (The 6th Gate) (Reinier Zonneveld Remix)
429,0.792,0.856,-5.236,0.067,0.0159,2.88e-06,0.0981,0.714,127.988,237267,2,2xnoPV3NLescauc0ZJ1MDZ,Dance Again (feat. Pitbull)
430,0.793,0.703,-7.176,0.0629,0.00203,0.549,0.114,0.463,124.005,391591,3,0VbexUMmRVxsshn5PPqrfW,Dance With Me
431,0.64,0.976,-5.477,0.0785,0.0299,0.277,0.34,0.55,145.022,125058,5,5xrz1b5HGjX4a8eVdKnBfc,Dance Therapy
432,0.776,0.962,-3.103,0.0394,0.238,0.0836,0.103,0.969,130.032,166191,5,6q7YxzMbpUmInMoEkqlkvJ,Dance With My Hands
433,0.726,0.67,-6.446,0.18,0.102,5.73e-06,0.151,0.313,122.039,152459,5,1iObkel3ZEmeqAnOQJs5ky,Dance Again
434,0.473,0.953,-1.254,0.486,0.0827,0.00972,0.774,0.366,126.549,91453,4,6NxIh2DTIOoATFmezrHv61,DERNIERE DANCE FUNK
435,0.751,0.712,-7.181,0.0548,0.0608,0.0,0.1,0.598,115.966,202509,0,6NMqeF0Ssmi7d3dSUqnOFf,Dance You Outta My Head
436,0.739,0.877,-9.295,0.134,0.0426,0.68,0.532,0.394,152.104,124260,5,5CZFiISypNBa6n70FgdImp,Dance To The Rhythm
437,0.814,0.686,-5.419,0.0994,0.15,1.68e-06,0.139,0.492,98.121,201093,0,2Koh1UAgoDV3Xf97exZAMp,Dance Monkey
438,0.606,0.982,-5.383,0.0605,0.00522,0.71,0.126,0.268,150.015,172800,0,3OJENYg8GhnZnEQ5yEABB3,Dance All Night
439,0.506,0.88,-4.711,0.0965,0.0115,0.0,0.0719,0.361,159.871,177000,0,1dN8YYO1s6an0mb3MIWrox,Dance Tonight
440,0.68,0.911,-5.942,0.126,0.00557,0.000565,0.13,0.373,144.909,187655,0,49Z2NOWjruJtZndDsOoj0K,Gonna Dance with Somebody
441,0.974,0.583,-5.913,0.275,0.414,0.551,0.125,0.701,110.017,115636,4,4WZmlcFeIztf3LqU0BvSUh,DANCE
442,0.766,0.548,-7.834,0.0373,0.0263,1.81e-06,0.21,0.552,122.012,174448,0,6TfeXwJihJRuBW3mFpib6J,DANCE
443,0.578,0.866,-3.804,0.0619,0.00701,0.0,0.257,0.619,128.038,199080,0,4kbj5MwxO1bq9wjT5g9HaA,Shut Up and Dance
444,0.667,0.51,-8.085,0.419,0.254,0.0,0.161,0.36,61.906,160000,5,0fero8HxPhHC6Acelon3EG,Dance
445,0.637,0.716,-8.417,0.0452,0.258,0.00108,0.144,0.432,106.978,204495,0,2629kqdJQhPMqXfWz9akjF,Dance Up
446,0.941,0.506,-12.906,0.387,0.0109,0.0,0.168,0.782,120.065,121057,4,1K1bKbtSBiplL6YTIn6jaf,Dance
447,0.93,0.714,-5.796,0.0913,0.00737,0.807,0.198,0.206,128.015,218437,2,5Z5qYQz6ODyI8rdUb3Ebi9,DANCE
448,0.766,0.548,-7.834,0.0373,0.0262,1.81e-06,0.21,0.551,122.009,174448,0,6EJSIote7EJm4FnrysmYzt,DANCE
449,0.725,0.84,-3.833,0.0754,0.0718,0.0,0.138,0.565,119.99,195387,0,3D1HS330ITnaTIV1RTFJ0L,Dance
450,0.828,0.733,-4.202,0.193,0.0129,1.64e-05,0.146,0.498,99.983,187589,0,71orXxK81EIqixBScu0Jwn,Dance
451,0.494,0.975,-4.859,0.0955,0.00368,0.875,0.0951,0.631,151.965,158925,5,4CIxgvDwjSnZJQSpZSPmte,Dance
452,0.93,0.714,-5.796,0.0913,0.00737,0.807,0.198,0.206,128.015,218437,2,6weJjtutXRIgRkMC9ELbBb,DANCE
453,0.687,0.651,-4.756,0.0419,0.00296,0.26,0.0822,0.508,119.961,172246,0,1XZy2eprbATl4AnL9Fpsw1,Dance Alone
454,0.612,0.865,-5.974,0.292,0.00447,0.209,0.0947,0.214,169.945,244235,2,01RBq3IpAjpap2i77PWcmW,DANCE
455,0.782,0.476,-10.972,0.239,0.0942,2.2e-05,0.162,0.27,135.024,227556,2,2WrldKXSBVbNNm3A9vJryi,Dance Now (feat. Kenny Mason)
456,0.458,0.986,-4.884,0.135,0.00211,0.909,0.146,0.165,144.952,179127,0,1bbnRRCadgjhLPB90nklKj,Dance
457,0.731,0.681,-6.927,0.0363,0.0314,0.013,0.379,0.491,119.019,248294,2,2qLM6x94BukgCTM32zRM4r,Dancer in the Dark
458,0.778,0.789,-4.301,0.0577,0.0819,0.0,0.0609,0.941,130.054,179333,0,7BfSU2ya7PZtqrl48urKqG,DANCE
459,0.903,0.828,-6.432,0.174,0.0715,0.0013,0.0622,0.912,124.947,163200,5,7sYfWTa2GD1KCaLgGFmFM5,DANCE!
460,0.801,0.609,-11.569,0.0727,0.000785,0.11,0.0751,0.831,138.218,274160,1,0iD94fatV4gLMmOQhNTQx6,Dance
461,0.678,0.765,-5.86,0.268,0.0471,0.000321,0.177,0.718,150.074,132000,5,2xFBU7nUypBawVsP7TiJL0,Dance with Me
462,0.805,0.393,-6.976,0.0339,0.717,6.56e-06,0.105,0.407,89.03,219034,2,3rQmTAyMDDZ73rMyhLkn98,Dance
463,0.593,0.275,-15.25,0.0638,0.816,0.0115,0.108,0.363,114.82,87411,4,55rn9bs7vZBsEK4Y4URraH,Dance with Me
464,0.628,0.699,-7.014,0.124,0.516,0.0001,0.11,0.119,155.997,161538,5,4BgaAZ52ffIc6cRDn1oFVS,DANCE
465,0.358,0.91,-2.487,0.125,2.18e-05,0.0,0.264,0.728,199.955,188155,0,5k2KDcpVLgyy0dr7uzdJit,DANCE WITH ME
466,0.488,0.717,-5.508,0.184,0.0303,2.69e-06,0.204,0.252,124.728,194383,0,4LyqcBID3VprlOZhYsB5nW,DANCE
467,0.562,0.812,-9.118,0.0288,0.0396,0.000104,0.375,0.857,139.125,240278,2,7dQLotfXKhC58JIVnf6DTR,Dance With Me - 2021 Remaster
468,0.658,0.816,-9.969,0.0382,0.128,0.715,0.117,0.377,121.992,200656,0,51dy1lefJHurpCjMxOGOh3,Dance
469,0.671,0.589,-10.711,0.0513,0.0182,0.0386,0.0491,0.873,139.619,494177,3,24vli6MCxjkWiPLQfETb3J,Dance With Me (Empire Remix) - 2021 Remaster
470,0.695,0.838,-6.273,0.194,0.00868,0.413,0.876,0.766,144.46,128000,5,3DOzEiXCfRKDoVmWjnA3q0,DANCE
471,0.354,0.178,-14.014,0.0343,0.918,0.0052,0.112,0.144,126.473,330722,1,2cQFiojV4AOnni0eiYa1NF,Dance with Me - Symphonic Version
472,0.766,0.816,-7.197,0.093,0.00523,0.09,0.271,0.15,125.981,150119,5,362Ny0CAGCvEUMzJwP8HFW,Dance
473,0.397,0.357,-14.694,0.0313,0.889,0.907,0.147,0.16,86.043,188347,0,1vWtTis3VRkkUp8qST4jY5,Dance For Me Wallis
474,0.635,0.858,-5.751,0.0379,0.00361,0.0515,0.173,0.431,125.958,166190,5,4wGvye5lfk8T3mJZLOsG0W,Dance
475,0.851,0.687,-7.101,0.0287,0.272,0.000168,0.0948,0.873,135.967,254302,2,3zpJ74fO8lUGyhNmFAgtp2,Dance
476,0.809,0.903,-5.122,0.166,0.0194,0.832,0.115,0.796,127.015,202658,0,7gDgphzQU0urJU3AtoLJup,Dance No More (with Kaleena Zanders)
477,0.717,0.696,-5.248,0.0424,0.37,0.00235,0.12,0.661,99.988,177600,0,2idf60xlvscZxXpmmeWBUz,Dance
478,0.792,0.771,-6.998,0.0419,0.0252,2.18e-05,0.0948,0.635,119.986,158000,5,4UDpljkccL8Rf4ztmu2hlE,Dance
479,0.673,0.984,-3.121,0.0725,0.00966,0.902,0.136,0.184,136.03,161029,5,5swGONEYPfI5mEG7clVsRj,Dance To The Beat (Pitchin')
480,0.831,0.621,-2.247,0.0767,0.208,0.0325,0.0649,0.925,126.082,201876,0,4XpZhXMVWGgApe7flseAWR,Dance
481,0.694,0.936,-8.456,0.068,0.112,0.383,0.365,0.592,158.021,150885,5,7iWWLbTuSYdncjX1tT22JJ,Jump Dance Move Bounce - VIP Mix
482,0.253,0.0588,-24.504,0.0547,0.992,0.906,0.0783,0.0344,77.06,245000,2,46UbgRorQPAs2CHhfl1XGM,Dance
483,0.603,0.982,-6.55,0.198,0.0115,0.393,0.11,0.306,154.948,192000,0,4Q6TuhtBOgaV0m8mlccIpU,Dance With The Devil (The 6th Gate) (Reinier Zonneveld Remix)
484,0.625,0.809,-13.512,0.0562,0.00101,0.941,0.124,0.0374,175.012,328464,1,7BgI1euXud5ENiwySVtrEW,Dance
485,0.556,0.787,-11.403,0.0275,0.191,0.00386,0.263,0.928,139.353,240960,2,1wM7EO7FKR0i26UqLN9p2l,Dance With Me
486,0.576,0.534,-8.143,0.26,0.0483,0.0,0.0986,0.111,75.104,214400,2,6jeDnK6mvZbXJgRZXkSkBB,Dance
487,0.746,0.846,-2.432,0.048,0.0485,0.0,0.195,0.403,114.955,174933,0,10AsRVRdU07cMAFHeGYO3c,Solo Dance
488,0.56,0.354,-12.059,0.028,0.906,0.939,0.146,0.182,86.017,267940,1,11I2GxVuzMQNBMVMkjjV0o,Dance
489,0.878,0.746,-4.281,0.0451,0.0476,0.0,0.155,0.792,111.996,204093,0,6pTg4H8juKV9iSzrcVUbM3,Dance Wiv Me - Radio Edit
490,0.713,0.857,-5.801,0.0556,0.0568,2.47e-05,0.154,0.796,87.015,161379,5,33bYzlyFiKcFH7aNC7Zo23,Dance
491,0.414,0.428,-11.097,0.0278,0.382,0.000243,0.148,0.282,145.075,377093,1,2TVxnKdb3tqe1nhQWwwZCO,Tiny Dancer
492,0.79,0.661,-8.295,0.0349,0.0321,0.00305,0.126,0.628,116.007,165486,5,1U4yfIDARp95wtUGOZZW51,Dance
493,0.534,0.943,-4.812,0.0496,0.000215,0.794,0.0929,0.375,134.004,226773,2,29I9dv9Nq704w0Oc5yFGsR,"She’s Gone, Dance On"
494,0.522,0.525,-7.986,0.0353,0.221,0.000153,0.0946,0.331,73.632,174000,0,2s2LrhLXZJzlvE88Pt8VaI,Dance
495,0.688,0.886,-7.607,0.0562,0.102,0.262,0.35,0.592,153.962,149610,5,4BSJd6jkmroYkGKIrrstUa,Jump Dance Move Bounce
496,0.702,0.859,-2.648,0.0697,0.0784,0.0,0.0677,0.819,95.976,203280,0,7nNrIS6JuS2YEhmfmZwEuf,Dance
497,0.563,0.943,-4.19,0.041,0.00768,0.000401,0.201,0.2,165.035,150428,5,3O5nmXfS7o6FuEEmiNTWDz,Just Dance (Hardstyle)
498,0.776,0.459,-9.737,0.0299,0.693,1.09e-05,0.121,0.642,120.02,136062,5,61Euymj9X3JehI6NKxKX32,Dance
499,0.586,0.746,-6.609,0.0533,0.00769,0.0,0.14,0.446,104.91,252187,2,0ILIuCVbnekvEFpQCWhP8a,Dancer in the Dark
500,0.731,0.683,-7.21,0.183,0.103,1.65e-05,0.101,0.669,174.067,242174,2,4bLXcbMmmM4aAuhALEfyD7,Chill Out
501,0.731,0.683,-7.21,0.183,0.103,1.65e-05,0.101,0.669,174.067,242174,2,1TYKAFXbMVBwfIBwQ1lDdz,Chill Out
502,0.74,0.685,-9.58,0.0268,0.405,0.869,0.109,0.471,106.983,174710,0,6e3ICR1QM9X8L4oQ3mUshv,Chill Out
503,0.731,0.683,-7.21,0.183,0.103,1.65e-05,0.101,0.669,174.067,242174,2,3ZqzLa8d5U4N9zNkCIZhO5,Chill Out
504,0.715,0.413,-12.325,0.0354,0.406,0.826,0.0724,0.248,122.008,211967,0,3d6AnAXaAB4hpfyNuprLUh,Chill Out
505,0.664,0.523,-11.286,0.0307,0.471,0.203,0.0727,0.719,96.579,287133,1,6w3ukyGLi1JdnTnOiRZAsU,Chill Out (Things Gonna Change) (feat. Carlos Santana) (2007 - Remaster)
506,0.152,0.0699,-27.293,0.0509,0.969,0.799,0.102,0.0361,136.026,133388,5,1NNQivLOgDbrxfwERdSk4m,Chill Out am Strand
507,0.713,0.788,-6.025,0.241,0.00397,0.0569,0.0845,0.845,175.034,61018,4,2p5ClWYY2eyjig8Oh4ToWm,Chill Out
508,0.573,0.108,-21.226,0.0949,0.796,0.726,0.048,0.14,70.068,147048,5,0SzieovhFbxLxF6ITA9DHV,Holiday
509,0.662,0.638,-9.581,0.0361,0.15,0.696,0.71,0.0386,114.884,155274,5,305D3A1fqAPuuaGeqJLvKO,Chill Out
510,0.744,0.161,-20.509,0.0473,0.995,0.896,0.114,0.184,76.004,137333,5,1C7HiJaPIPPytKy8dYNP75,Changes
511,0.886,0.378,-11.311,0.0935,0.699,0.156,0.0666,0.433,95.004,90955,4,2G7K7vJUmRdUBWgBGdqUWL,Chill Out
512,0.798,0.533,-9.955,0.206,0.000622,0.565,0.1,0.964,110.035,34909,4,7AGR0QRpLFTc3nbbHxmNft,Chill out new 1
513,0.751,0.548,-9.657,0.0464,0.0808,0.899,0.336,0.309,96.0,128750,5,0ADcMsL9S7uvMxJGiMyQpd,Chill Out
514,0.72,0.548,-8.203,0.0476,0.00549,0.809,0.115,0.088,125.016,66245,4,35B6dkLmRehsVF0JvZee9K,Chill Out
515,0.573,0.305,-18.35,0.0286,0.655,0.941,0.142,0.561,130.058,193333,0,2xyvCIhO5mHXP7XGQCHYfk,Element
516,0.882,0.405,-11.386,0.181,0.0143,0.000781,0.107,0.48,125.081,128697,5,19tAfqOwYxaJ9aSvmeN1se,Chill Out
517,0.915,0.337,-12.712,0.45,0.105,0.00712,0.113,0.209,123.024,152195,5,540N5GFLJ8XJ3J2pdzO3eL,How I Feel
518,0.378,0.362,-27.622,0.0512,0.845,0.0012,0.238,0.255,53.959,110000,4,3iVTD22aw9srMgOwYzRCmh,Chill Out
519,0.156,0.000408,-38.088,0.0578,0.95,0.561,0.111,0.0296,109.713,169413,5,6kXiYKzlwHyHr6KF7qVBx1,Chill Out White Noise
520,0.8,0.192,-15.391,0.0844,0.766,0.931,0.0829,0.698,114.982,181875,0,4BHAlzmEnKjZ42ZPGs2VuR,Repeat
521,0.899,0.403,-11.817,0.053,0.312,0.306,0.103,0.95,112.016,206786,0,1SP6wYCmQPm9JTLs8GbKnP,Walk With The Dreamers
522,0.146,0.119,-16.581,0.0426,0.978,0.909,0.0899,0.0366,60.006,178667,0,2FxK165dYvxL0E0LCUSBCz,All Things
523,0.453,0.189,-16.989,0.0317,0.624,0.718,0.111,0.0668,69.995,152000,5,1xZyhrdEtZIb0ktofhEXdt,King
524,0.182,0.33,-17.458,0.0418,0.937,0.86,0.113,0.0395,142.176,193333,0,0QSXMrrL80JUHPqnE1cFpc,Must Pass
525,0.323,0.508,-7.492,0.0342,0.0284,0.0,0.129,0.194,116.856,168359,5,2lTqJPxou835RycWj27Vi1,Chill Out
526,0.872,0.658,-6.933,0.0333,0.151,1.29e-05,0.192,0.908,120.011,197067,0,6G358LzkmxUrvEefgj9Jux,Hot Stuff
527,0.28,0.159,-17.609,0.0312,0.227,0.7,0.0902,0.0365,80.003,162667,5,6agvqTPcXVuTTuGE3CRuWJ,Good Vibes
528,0.898,0.24,-19.523,0.216,0.147,0.931,0.0774,0.254,139.995,140562,5,7IS0CF4rL07cyLdOX8fbTT,Chill Out
529,0.0755,0.239,-20.607,0.0528,0.679,0.876,0.103,0.0337,80.892,161333,5,73jrLaxa8uBpPsbCesgNsc,Edwyn
530,0.508,0.0645,-26.699,0.0323,0.967,0.86,0.0909,0.0365,74.017,153333,5,6epVIdUxpnCXquEl6TaNBH,Lonely
531,0.533,0.481,-11.561,0.456,0.376,0.0,0.107,0.785,67.984,160196,5,5wueYtNPuiUl1X3wivioU9,Chill Out
532,0.157,0.118,-19.288,0.0355,0.881,0.704,0.11,0.0325,93.876,168000,5,3t091bHbw0Giu7dA8qYLSI,John
533,0.414,0.3,-14.255,0.0325,0.854,0.899,0.131,0.41,159.505,170000,5,4g7cxJc9nFbn81UNO05cNy,Chill Out
534,0.603,0.0393,-23.931,0.0539,0.986,0.92,0.0803,0.0796,73.003,174667,0,1aK6OY8U1u9JDlcDDEiOdC,Close Watch
535,0.694,0.503,-7.661,0.358,0.0699,0.00014,0.114,0.657,93.579,278298,1,7IEIM9ONLeHwnef7s3sNwr,Chill Out
536,0.382,0.0414,-22.443,0.0479,0.993,0.923,0.113,0.152,104.904,297372,1,6o3TZodBZv1jmmzhvHwit7,"Piano Sonata No. 8 in C Minor, Op. 13 ""Pathétique"": II. Adagio cantabile"
537,0.417,0.00695,-24.484,0.0486,0.987,0.541,0.169,0.171,89.728,219933,2,2RRhXPWDAaEjO71M3jamBC,"Piano Concerto No. 4 in G Major, Op. 58: II. Andante con moto"
538,0.297,0.227,-17.327,0.0474,0.923,0.769,0.105,0.121,120.277,185333,0,1oSecgg7wsWHaJJvgyeI8H,Heads
539,0.245,0.36,-7.882,0.0331,0.989,0.509,0.106,0.158,79.355,143000,5,0VHFUTaG7kzMlNAo4LGiZE,Chill Out
540,0.221,0.0229,-30.426,0.0464,0.93,0.171,0.189,0.0487,105.232,456960,3,7lHIdFTnKbtnfTIiHLFAVh,"Violin Concerto in D Major, Op. 61: II. Larghetto"
541,0.37,0.479,-10.401,0.0521,0.589,0.634,0.14,0.279,71.008,158000,5,4v5CqsTMPEYvXF11i3EeG2,Chill Out
542,0.93,0.643,-7.887,0.293,0.294,8.5e-05,0.114,0.695,109.996,199091,0,2ke1ebXjd89WtkUClJ55J0,Chill Out
543,0.288,0.0464,-15.297,0.0353,0.971,0.609,0.107,0.0643,67.151,758907,3,2jUQdgoiEvB1SLh2rZOPem,"Symphony No. 2 in D Major, Op. 36: II. Larghetto"
544,0.205,0.00548,-33.599,0.039,0.995,0.401,0.0869,0.183,108.476,223000,2,2ycruNXYJyQiet0IvoGypt,"Sextet for Winds in E-Flat Major, Op. 71: II. Adagio"
545,0.0891,0.211,-16.722,0.0305,0.578,0.941,0.106,0.0551,80.85,156000,5,6nqS5AiwCnBjSSHs3lK7n3,Piano Girl
546,0.801,0.601,-6.723,0.074,0.00128,0.403,0.0559,0.701,125.013,293500,1,6qYP01q3JwJiUXeXyaVxk2,Chill Out
547,0.151,0.0167,-28.72,0.043,0.974,0.216,0.0528,0.0636,85.648,367733,1,6EL44aw5Y8lEEEqvUjfw7I,"Violin Sonata No. 5 in F Major, Op. 24 ""Spring"": II. Adagio molto espressivo"
548,0.21,0.186,-18.884,0.0394,0.869,0.923,0.117,0.0376,117.629,157333,5,44lNvd5nwXGCktjg2i88zL,Lennon
549,0.717,0.621,-5.677,0.0394,0.233,2.18e-05,0.114,0.718,148.003,236573,2,3E5lOHblBV87d1hAddVgpW,Chill Out
550,0.405,0.279,-20.873,0.374,0.962,0.918,0.182,0.316,76.406,158400,5,5qPvE1xDoOOHvY2W7Jc37b,Relaxing
551,0.165,0.266,-38.151,0.135,0.815,0.901,0.0992,0.0267,76.211,179470,0,1gwLjpvAbu6IVmVdAfPJ0G,Relaxing Brown Noise 256 Hz Smooth Q
552,0.224,0.0219,-31.821,0.0334,0.989,0.895,0.121,0.153,85.901,146824,5,3DlgODi91SEXoYmgpVSc2U,Snow-covered gardens
553,0.637,0.0963,-28.388,0.0629,0.991,0.941,0.106,0.434,120.02,87565,4,2orKxLl9q89EedosCNNIs0,Relaxing
554,0.157,0.154,-38.181,0.129,0.696,0.304,0.112,0.113,91.183,169614,5,76jlu6pr45PmRDeZirYVJk,Relaxing Brown Noise
555,0.519,0.0822,-21.823,0.0392,0.901,0.849,0.0846,0.0372,119.934,168250,5,0iG8vGMvNGv7k4hY8ptM0L,Infinite Space
556,0.471,0.259,-13.302,0.136,0.591,0.95,0.128,0.492,80.712,114339,4,0lcUxBZvzfVOxQm5XfZmqj,Relaxing
557,0.718,0.0305,-19.315,0.0491,0.994,0.95,0.0977,0.453,82.522,104778,4,4uHLpzFvlbvvTVfPZUUD7J,Relaxing Sleep
558,0.479,0.122,-16.53,0.0348,0.836,0.808,0.0963,0.15,110.204,178359,0,4mBKiFRJn79smMwoJ5FWrL,Sunset Silhouettes
559,0.471,0.259,-13.302,0.136,0.591,0.95,0.128,0.492,80.712,114339,4,6iTXsj5RN3h9cRO4T9TsEY,Relaxing
560,0.233,0.998,-22.392,0.0349,0.248,0.988,0.968,0.00442,88.773,181797,0,0dUMBi3YvpnfxOshM783xa,Relaxing Sleep Ambience
561,0.171,0.00603,-34.312,0.0541,0.944,0.928,0.12,0.0321,121.419,136000,5,6cC9PTlYHpjUmRFISRj21H,Peaceful
562,0.581,0.877,-5.267,0.035,6.49e-05,0.781,0.147,0.43,89.953,125166,5,2u1Non3KaVnlcu6seoXqBi,Relaxing
563,0.0701,0.879,-26.131,0.0569,0.117,0.99,0.939,0.0124,79.509,185017,0,5CfhvCrR3kegEsafOkucIx,Relaxing Rain Slumber
564,0.259,0.0306,-20.096,0.0416,0.974,0.832,0.106,0.0714,142.412,64085,4,3lISbPw99FFVDABnHnxT7r,Chorus of Birds
565,0.169,0.491,-13.889,0.0477,0.984,0.925,0.506,0.194,78.014,142899,5,6zR2rJSBkYMjbzz3AORDUY,Relaxing
566,0.152,0.998,-16.244,0.142,0.133,0.858,0.651,0.00552,106.197,129763,5,3VcUGM9IYstqpptFCokPI4,Relaxing Thunderstorm
567,0.195,0.00297,-37.47,0.0515,0.847,0.957,0.112,0.0279,86.994,136000,5,52AY5LHK2sP6XN0wajVsH6,Moonlight
568,0.245,0.129,-21.166,0.038,0.969,0.986,0.111,0.0385,72.883,62000,4,37Ijny8CePDMUOWTD4lN3E,Relaxing
569,0.176,0.0385,-31.019,0.0442,0.927,0.989,0.109,0.0355,92.522,122638,5,4Ol2iuoC4qnxuMFkplHvnp,Relaxing Music for You
570,0.212,0.0987,-16.617,0.0373,0.973,0.0609,0.101,0.151,65.546,64574,4,3Cn79zHgnXQZFCvDDYCBF0,Dawn in the Forest
571,0.456,0.411,-12.072,0.405,0.886,0.854,0.317,0.417,93.356,114961,4,2B6npoLY08pAx6Dm8bBS3I,Relaxing
572,0.371,0.0324,-22.642,0.0404,0.996,0.912,0.107,0.373,62.041,142000,5,4ZBHtU6oHaPGIf1oPzNyyx,Relaxing Focus
573,0.141,0.217,-18.169,0.0446,0.984,0.944,0.0856,0.0371,86.065,63972,4,4wAbZEarZXvgaJaHQG4OBR,Harmony
574,0.7,0.554,-12.41,0.037,0.635,0.699,0.159,0.622,100.026,178848,0,66eug1QbggajDyeWWUBQUA,Relaxing
575,0.469,0.921,-14.928,0.0779,0.768,0.528,0.397,0.0623,113.422,201689,0,2e9ZKudZYbT7MWw9mh9YCv,Relaxing Rain on Window
576,0.483,0.177,-19.576,0.0457,0.785,0.203,0.102,0.253,81.212,64684,4,5HX4DJLrz0ATb7Gi4gGvEQ,Serenity
577,0.419,0.0209,-27.56,0.0363,0.923,0.949,0.0939,0.194,99.927,144377,5,4hVSKXlQnmI4TA6I6DKSk5,Relaxing
578,0.192,0.00972,-36.954,0.0511,0.965,0.982,0.107,0.0689,75.487,31000,4,5wEX6R907LsNpi1EI2pPFT,"Relaxing Sleep Tunes, Pt. 5"
579,0.16,0.0459,-24.261,0.042,0.956,0.927,0.0979,0.0328,131.616,109160,4,6PXUilO3TaRfX6242VNdUD,Glass Releasing
580,0.0868,0.0659,-20.688,0.0397,0.962,0.546,0.0687,0.135,83.599,172488,0,41a126G5HE4XmUjpVTTgKC,Relaxing
581,0.157,1.0,-18.756,0.0519,0.704,0.629,0.969,1e-05,131.897,70589,4,304WyOkfRIVBrIsBH2Uvhp,Relaxing Waterfall Sound
582,0.158,0.0412,-30.314,0.0435,0.97,0.994,0.0843,0.0594,47.84,88939,4,3wWjNtHJlMQoYy3W4POayK,Two Shades of Blue
583,0.169,0.491,-13.889,0.0477,0.984,0.925,0.506,0.194,78.014,142899,5,6RWjARBsErVO3ED1VjTbtV,Relaxing
584,0.194,0.168,-39.656,0.13,0.93,0.918,0.112,0.0221,66.418,151938,5,0TtxJQ3O4Mz8rg5Eme4Tgt,Relaxing In The Noise
585,0.457,0.167,-18.083,0.118,0.995,0.921,0.203,0.913,91.142,120000,4,0F3kf4gbXd2Gkv2DBtEGEK,Melody
586,0.215,0.0937,-24.289,0.043,0.968,0.901,0.112,0.0345,93.604,64000,4,3T6gWTPef2XOSYGTcCytUz,Relaxing
587,0.108,0.27,-29.842,0.0485,0.902,0.962,0.155,0.199,70.344,204000,0,4qPqM7b9t0LTOGCIsaE0LK,Relaxing Melodies of the Sky
588,0.195,0.114,-18.259,0.0318,0.506,0.667,0.115,0.0394,75.945,165333,5,2qidphcuYMKQAyvSCUw4XW,Paris
589,0.725,0.219,-13.623,0.0676,0.6,0.895,0.684,0.331,80.062,137953,5,6kuDXJS2TY8l2N1E6TbVy9,Relaxing
590,0.223,0.999,-26.263,0.0411,0.436,0.943,0.904,1e-05,85.239,141133,5,6ByiKaYC8U9CdlBfNcE8wR,Relaxing Rain on Window
591,0.142,0.0389,-27.981,0.0444,0.979,0.993,0.153,0.123,140.573,90437,4,1MJ9mWte1YdrZ1uVg7WHxl,A Touch of Rain
592,0.658,0.163,-21.199,0.0278,0.838,0.86,0.116,0.21,109.983,145009,5,3Cqx6amZS0Pn5v51ltJgbV,Relaxing
593,0.0737,0.194,-31.118,0.0503,0.839,0.909,0.249,0.182,176.182,156000,5,74lNgbjr3rIdnsUPyoQr6z,Relaxing Thunderstorms
594,0.192,0.0382,-30.278,0.0432,0.971,0.989,0.132,0.1,54.777,74915,4,3vTfuEqR7utRZM1mGL7hdg,Rainy Horizons
595,0.569,0.303,-18.758,0.0823,0.857,0.831,0.189,0.295,97.012,116323,4,4q3ycrHiX633p8LaTlRp9B,Relaxing
596,0.374,0.0309,-23.837,0.0652,0.966,0.928,0.113,0.204,213.518,147357,5,38E9JHnOEq6QPXEJWpL743,Relaxing Piano
597,0.205,0.031,-24.638,0.0378,0.955,0.876,0.108,0.0366,80.388,183269,0,7rdzFk2sXNPulgd9AOuNh7,Pausing Autumn
