,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,cluster,id,names
134,0.74,0.879,-2.251,0.105,0.193,8.25e-05,0.0928,0.948,103.71,226893,2,4qknM1pQz53QOyfDVTjcM9,Me Enamoré
135,0.687,0.361,-11.589,0.0792,0.35,1.11e-05,0.11,0.526,165.747,173133,0,0OEBOJhSObnFuHuasXdt52,Dia de Enero
136,0.757,0.872,-6.388,0.141,0.00705,0.0,0.0665,0.719,127.013,202627,0,6UdG0n7SNaWydrDu3PBq21,Waka Waka (This Time for Africa) (feat. Freshlyground)
137,0.717,0.952,-4.902,0.0481,0.15,0.0,0.166,0.665,126.993,235733,2,4EDfdYJ7mqXRoWAqzF1PVO,Ojos Así
138,0.792,0.73,-5.376,0.0698,0.0623,2.66e-05,0.089,0.616,128.029,186507,0,0YoUczWJPqphLvxnTXG00N,Dare (La La La)
139,0.595,0.461,-7.786,0.0641,0.269,0.000149,0.123,0.338,91.976,192867,0,78dbqYDvx6FOefROApu9w0,Inevitable
140,0.854,0.727,-5.064,0.0377,0.292,1.08e-05,0.0779,0.519,122.033,217133,2,3MhdQkxCOkM41Q7oPFIABJ,"Shakira: Bzrp Music Sessions, Vol. 53"
141,0.695,0.636,-4.654,0.317,0.234,0.0,0.081,0.575,174.14,172235,0,2rurDawMfoKP4uHyb2kJBt,Te Felicito
142,0.768,0.845,-4.767,0.0337,0.179,0.0,0.209,0.891,108.977,194107,0,3TY1PFZXmYeiLcXygB74My,"Suerte (Whenever, Wherever)"
143,0.839,0.65,-3.38,0.212,0.666,0.0,0.126,0.7,90.015,198360,0,2oMjKuKUEJFuLiVmTq7Vjx,TQG
144,0.647,0.8,-5.384,0.165,0.0647,0.0,0.334,0.942,160.078,219200,2,0cqRj7pUJDkTCEsJkx8snD,Shake It Off
145,0.713,0.651,-5.268,0.0781,0.0741,0.000775,0.0668,0.512,180.043,173548,0,2iVgM5C7m1G4CJGbms301G,Copa Vacía
146,0.741,0.461,-9.263,0.105,0.839,0.0,0.0985,0.303,143.756,170786,5,7txjUEY6McJDJKqIo1Rxjp,Acróstico - Milan + Sasha
147,0.858,0.725,-3.828,0.0383,0.0222,3.07e-05,0.138,0.805,120.087,181667,0,2dYXrWkNO40NXy2Q3IYLRc,Puntería
148,0.799,0.748,-5.128,0.0894,0.0975,1.67e-05,0.092,0.617,128.021,186333,0,4I4IWwxmrY8CUQ0lJAT3fW,La La La
149,0.601,0.897,-5.423,0.0495,0.0174,7.61e-06,0.0299,0.66,179.356,223200,2,1w5nWhUzrQqj0WnDXrgsnC,"Te Aviso, Te Anuncio (Tango)"
150,0.562,0.709,-4.92,0.0424,0.00124,0.0,0.109,0.401,91.958,225147,2,6O20JhBJPePEkBdrB5sqRx,Diamonds
151,0.735,0.766,-4.485,0.0383,0.025,0.00141,0.108,0.6,127.975,215227,2,0U10zFw4GlBacOy9VDGfGL,We Found Love
152,0.769,0.685,-5.019,0.041,0.0105,0.000124,0.0887,0.836,127.977,243600,2,7ySUcLPVX7KudhnmNcgY2D,S&M
153,0.767,0.682,-5.02,0.042,0.0113,0.00016,0.104,0.833,127.975,243533,2,0C4ejWmOTMv8vuYj85mf8m,S&M
154,0.834,0.669,-5.582,0.0637,0.0341,7.18e-05,0.0535,0.547,122.669,267080,1,0ByMNEPAPpOR5H69DVrTNy,Don't Stop The Music
155,0.585,0.828,-4.603,0.124,0.00906,0.0,0.0426,0.584,174.034,275987,1,49FYlytm3dAAraYgpoJZux,Umbrella
156,0.789,0.706,-4.233,0.0429,0.112,1.71e-05,0.0586,0.638,125.918,235493,2,2ENexcMEMsYk0rVJigVD3i,Only Girl (In The World)
157,0.749,0.925,-5.034,0.227,0.241,0.0,0.52,0.641,86.989,263373,2,15JINEqzVMv3SvJTAXAKED,Love The Way You Lie
158,0.621,0.31,-10.164,0.0283,0.945,6.12e-05,0.117,0.125,111.881,240707,2,2Yy0FsAV2I5VXU4xpph2WN,Stay
159,0.789,0.716,-4.241,0.0432,0.129,1.07e-05,0.069,0.611,125.906,235493,2,0AH6WMe3OlAlUb5miXt2FQ,Only Girl (In The World)
160,0.567,0.707,-5.455,0.0819,0.542,0.000177,0.1,0.751,171.918,208427,0,4YYHgF9dWyVSor0GtrBzdf,Te Amo
161,0.563,0.75,-4.496,0.127,0.113,0.0,0.0788,0.812,173.909,222920,2,60jzFy6Nn4M0iD1d94oteF,Rude Boy
162,0.699,0.671,-4.088,0.0372,0.0371,2.74e-05,0.236,0.472,84.021,209600,0,57mKcbEq7nMqtJ4gqJvWcp,Talk That Talk
163,0.779,0.64,-8.415,0.159,0.000155,0.000766,0.101,0.499,99.017,246960,2,4TsmezEQVSZNNPv5RJ65Ov,Pon de Replay
164,0.68,0.609,-5.222,0.044,0.323,0.0,0.102,0.325,94.35,186467,0,4mCf3vQf7z0Yseo0RxAi3V,Desperado
165,0.621,0.31,-10.164,0.0283,0.945,6.12e-05,0.117,0.125,111.881,240707,2,0GNI8K3VATWBABQFAzBAYe,Stay
166,0.707,0.814,-4.509,0.0577,0.0861,0.0,0.168,0.717,124.921,238627,2,2VOomzT6VavJOGBeySqaMc,Disturbia
167,0.247,0.299,-6.083,0.0315,0.899,0.0,0.131,0.172,177.115,196520,0,6sCvvleqKbeyOkQDieBYgp,Lift Me Up - From Black Panther: Wakanda Forever - Music From and Inspired By
168,0.795,0.749,-3.604,0.0525,0.179,0.0,0.0875,0.761,115.003,223040,2,5J4WHWFvEWRd2FBVhcTcmi,"Dancing In The Dark - From The ""Home"" Soundtrack"
169,0.675,0.602,-4.733,0.116,0.00377,0.0,0.0458,0.933,127.938,201040,0,7e1h7rqNB0BBC2fUuWEEFe,Who's That Chick? (feat. Rihanna)
170,0.394,0.744,-5.465,0.276,0.00175,0.0,0.308,0.772,78.696,236680,2,0EIsxWGPSte4cAHZw5aXr4,We Ride
171,0.48,0.486,-5.754,0.0447,0.0469,0.0,0.107,0.265,80.051,227533,2,3rMsX63C0IZVnOT5LGYoTH,Russian Roulette
172,0.697,0.315,-8.091,0.234,0.11,0.0,0.0825,0.298,110.872,191600,0,4pAl7FkDMNBsjykPXo91B3,Needed Me
173,0.637,0.573,-6.843,0.0449,0.14,0.0,0.13,0.114,127.003,303733,1,0a2JCinEvl21WeWLJBt7hM,Skin
174,0.719,0.847,-6.34,0.0919,0.00201,0.0204,0.223,0.443,127.96,242680,2,3tyPOhuVnt5zd5kGfxbCyL,Where Have You Been
175,0.801,0.674,-4.185,0.031,0.000282,0.000139,0.0914,0.875,125.009,200573,0,46aZJc0z1HHHSFxaIRxYSP,Breakin' Dishes
176,0.735,0.766,-4.485,0.0384,0.025,0.00141,0.108,0.6,127.975,215227,2,3t4HeVfURZ5DuqMWz0Cmqg,We Found Love
177,0.509,0.637,-4.83,0.047,0.0717,1.08e-05,0.0789,0.379,172.007,224000,2,5oO3drDxtziYU2H1X23ZIp,Love On The Brain
178,0.402,0.696,-4.798,0.0448,0.0476,0.0,0.628,0.227,180.107,243093,2,2RWs4c3ZJ74WwXlVC3QCQN,What Now
179,0.781,0.853,-3.68,0.0714,0.0526,0.0,0.12,0.626,110.046,250189,2,48RrDBpOSSl1aLVCalGl5C,The Monster
180,0.708,0.553,-6.319,0.0262,0.0335,0.0,0.101,0.589,94.974,213213,2,6g1B0hd6rlT3xP3mERUnz8,Good Girl Gone Bad
181,0.47,0.904,-4.024,0.177,0.0436,0.0,0.0491,0.557,155.789,267000,1,1Bx0zEdVjkFlV27iKaePug,Man Down
182,0.677,0.671,-4.906,0.0361,0.00379,5.18e-05,0.413,0.508,137.033,238920,2,3sBmTwwsCwty2RNjOOvRVu,SOS
183,0.717,0.698,-5.772,0.136,0.0143,0.00121,0.131,0.381,129.04,205067,0,3Naj4ZtvX9VpVqJH5EKmJE,Numb
184,0.677,0.671,-4.905,0.0361,0.004,5.07e-05,0.413,0.527,137.046,238920,2,30cSNer6TV8x2utjULVeQ5,SOS
185,0.629,0.819,-6.181,0.254,0.227,0.00733,0.169,0.47,162.048,264453,2,4IBihEaN04iwfX5I9sGFj9,Jump
186,0.6,0.792,-5.894,0.0516,0.00321,4.84e-05,0.315,0.399,80.059,294720,1,5X3ahLXhOw16BR09GjYPUT,Rehab
187,0.635,0.83,-5.265,0.0507,0.0029,1.03e-05,0.267,0.413,130.976,127844,5,6MRT1IDPLBF8EVLDdC8cqv,Dance Like Rihanna
188,0.723,0.534,-6.238,0.0891,0.0747,0.0,0.0919,0.551,91.974,219320,2,72TFWvU3wUYdUuxejTTIzt,Work
189,0.31,0.746,-3.599,0.112,0.0121,0.0,0.649,0.164,182.026,250600,2,3YJkAQNEhmCZGLdmPsu6Ye,Hard
190,0.588,0.391,-8.607,0.0334,0.839,0.0,0.227,0.349,144.069,226973,2,13xxBnXOuiBxVxJI458B0i,Unfaithful
191,0.671,0.672,-3.094,0.0688,0.0329,0.0,0.118,0.632,97.979,204173,0,1OAh8uOEOvTDqkKFsKksCi,Wild Thoughts (feat. Rihanna & Bryson Tiller)
192,0.561,0.747,-4.471,0.171,0.118,0.0,0.0682,0.774,173.917,222987,2,4pvLiHkcQ3CSNFKT7HGSGM,Rude Boy
193,0.785,0.478,-8.735,0.0419,0.0259,0.0,0.0908,0.39,134.003,161200,5,5r67bGhYXZNqk2m2Wupfmu,Pour It Up
194,0.632,0.924,-1.802,0.29,0.281,0.0,0.263,0.441,86.844,267520,1,7LR85XLWw2yXqKBSI5brbG,Run This Town
195,0.329,0.461,-6.387,0.0469,0.0533,4.7e-06,0.119,0.281,79.541,229280,2,5XLoHvOag9undyM3nyvzSS,Russian Roulette
196,0.687,0.852,-3.153,0.0894,0.181,0.00135,0.147,0.775,145.885,144227,5,4UTizOdGljPIIbXtoXycAd,Pose
197,0.692,0.786,-2.959,0.069,0.23,0.0,0.0797,0.583,100.025,263173,2,5FTCKvxzqy72ceS4Ujux4N,What's My Name?
198,0.753,0.632,-8.681,0.212,0.000147,0.0005,0.108,0.533,99.001,215213,2,3Op7R5YNeIVoZUCxXVZW2k,Pon de Replay - Radio Edit
199,0.631,0.927,-2.787,0.0332,0.199,0.119,0.148,0.465,123.962,222160,2,0azC730Exh71aQlOt9Zj3y,This Is What You Came For
200,0.549,0.502,-5.972,0.0405,0.299,0.0,0.764,0.291,129.842,210200,0,2rbDhOo9Fh61Bbu23T2qCk,Always Remember Us This Way
201,0.521,0.592,-7.777,0.0304,0.308,0.0,0.122,0.535,157.969,251668,2,2plbrEY59IikOBgBGLjaoe,Die With A Smile
